,Indicator Name,Country Code,Country Name,Year,Value,Location,Area,Population
952,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2014,4.699,ALL,Enviroment,30066648
953,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2015,6.221,ALL,Enviroment,30066648
954,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2016,8.445,ALL,Enviroment,30066648
955,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2017,7.625,ALL,Enviroment,30066648
956,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2010,47.56100000000001,ALL,Enviroment,10295909
957,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2011,47.055,ALL,Enviroment,10295909
958,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2012,45.67,ALL,Enviroment,10295909
959,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2013,43.74100000000001,ALL,Enviroment,10295909
960,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2014,42.835,ALL,Enviroment,10295909
961,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2015,46.931000000000004,ALL,Enviroment,10295909
962,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2016,46.423,ALL,Enviroment,10295909
963,Carbon dioxide emissions from fuel combustion (millions of tonnes),PRT,Portugal,2017,50.758,ALL,Enviroment,10295909
964,Forest area as a proportion of total land area (%),AGO,Angola,2010,57.879201090879896,ALL,Enviroment,31127674
965,Forest area as a proportion of total land area (%),AGO,Angola,2015,55.6530761209593,ALL,Enviroment,31127674
966,Forest area as a proportion of total land area (%),AGO,Angola,2016,55.20784471003449,ALL,Enviroment,31127674
967,Forest area as a proportion of total land area (%),AGO,Angola,2017,54.762629341461505,ALL,Enviroment,31127674
968,Forest area as a proportion of total land area (%),AGO,Angola,2018,54.3174059517125,ALL,Enviroment,31127674
969,Forest area as a proportion of total land area (%),AGO,Angola,2019,53.8721745407877,ALL,Enviroment,31127674
970,Forest area as a proportion of total land area (%),AGO,Angola,2020,53.4269511510388,ALL,Enviroment,31127674
971,Forest area as a proportion of total land area (%),BRA,Brazil,2010,61.2074815688658,ALL,Enviroment,210147125
972,Forest area as a proportion of total land area (%),BRA,Brazil,2015,60.286714508251805,ALL,Enviroment,210147125
973,Forest area as a proportion of total land area (%),BRA,Brazil,2016,60.0710325503042,ALL,Enviroment,210147125
974,Forest area as a proportion of total land area (%),BRA,Brazil,2017,59.8328814784151,ALL,Enviroment,210147125
975,Forest area as a proportion of total land area (%),BRA,Brazil,2018,59.7084279516735,ALL,Enviroment,210147125
976,Forest area as a proportion of total land area (%),BRA,Brazil,2019,59.558526179269606,ALL,Enviroment,210147125
977,Forest area as a proportion of total land area (%),BRA,Brazil,2020,59.41747805133681,ALL,Enviroment,210147125
978,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2010,10.6004962779156,ALL,Enviroment,543767
979,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2015,10.9727047146402,ALL,Enviroment,543767
980,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2016,11.047146401985101,ALL,Enviroment,543767
981,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2017,11.12158808933,ALL,Enviroment,543767
982,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2018,11.1960297766749,ALL,Enviroment,543767
983,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2019,11.2704714640199,ALL,Enviroment,543767
984,Forest area as a proportion of total land area (%),CPV,Cabo Verde,2020,11.3449131513648,ALL,Enviroment,543767
985,Forest area as a proportion of total land area (%),GIN,Guinea,2010,26.7336806120788,ALL,Enviroment,1308975
986,Forest area as a proportion of total land area (%),GIN,Guinea,2015,26.0011395083835,ALL,Enviroment,1308975
987,Forest area as a proportion of total land area (%),GIN,Guinea,2016,25.8383525964512,ALL,Enviroment,1308975
988,Forest area as a proportion of total land area (%),GIN,Guinea,2017,25.675565684519,ALL,Enviroment,1308975
989,Forest area as a proportion of total land area (%),GIN,Guinea,2018,25.5127787725867,ALL,Enviroment,1308975
990,Forest area as a proportion of total land area (%),GIN,Guinea,2019,25.3499918606544,ALL,Enviroment,1308975
991,Forest area as a proportion of total land area (%),GIN,Guinea,2020,25.187204948722098,ALL,Enviroment,1308975
992,Forest area as a proportion of total land area (%),MOZ,Mozambique,2010,49.5589155370177,ALL,Enviroment,30066648
993,Forest area as a proportion of total land area (%),MOZ,Mozambique,2015,48.2463948727078,ALL,Enviroment,30066648
994,Forest area as a proportion of total land area (%),MOZ,Mozambique,2016,47.8500089015489,ALL,Enviroment,30066648
995,Forest area as a proportion of total land area (%),MOZ,Mozambique,2017,47.5680968488517,ALL,Enviroment,30066648
996,Forest area as a proportion of total land area (%),MOZ,Mozambique,2018,47.3361072255144,ALL,Enviroment,30066648
997,Forest area as a proportion of total land area (%),MOZ,Mozambique,2019,47.007947811490595,ALL,Enviroment,30066648
998,Forest area as a proportion of total land area (%),MOZ,Mozambique,2020,46.7251964699,ALL,Enviroment,30066648
999,Forest area as a proportion of total land area (%),PRT,Portugal,2010,35.5000130996358,ALL,Enviroment,10295909
1000,Forest area as a proportion of total land area (%),PRT,Portugal,2015,36.154994891142,ALL,Enviroment,10295909
1001,Forest area as a proportion of total land area (%),PRT,Portugal,2016,36.154994891142,ALL,Enviroment,10295909
1002,Forest area as a proportion of total land area (%),PRT,Portugal,2017,36.154994891142,ALL,Enviroment,10295909
1003,Forest area as a proportion of total land area (%),PRT,Portugal,2018,36.154994891142,ALL,Enviroment,10295909
1004,Forest area as a proportion of total land area (%),PRT,Portugal,2019,36.154994891142,ALL,Enviroment,10295909
1005,Forest area as a proportion of total land area (%),PRT,Portugal,2020,36.154994891142,ALL,Enviroment,10295909
1006,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2010,73.4150071123755,ALL,Enviroment,1874303
1007,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2015,71.9135846372688,ALL,Enviroment,1874303
1008,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2016,71.61344238975819,ALL,Enviroment,1874303
1009,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2017,71.3133001422475,ALL,Enviroment,1874303
1010,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2018,71.01315789473679,ALL,Enviroment,1874303
1011,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2019,70.7130156472262,ALL,Enviroment,1874303
1012,Forest area as a proportion of total land area (%),GNB,Guinea-Bissau,2020,70.41287339971551,ALL,Enviroment,1874303
1013,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2010,62.885003362474805,ALL,Enviroment,1300000
1014,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2015,62.41425689307329,ALL,Enviroment,1300000
1015,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2016,62.320107599193,ALL,Enviroment,1300000
1016,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2017,62.24613315400129,ALL,Enviroment,1300000
1017,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2018,62.131809011432395,ALL,Enviroment,1300000
1018,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2019,62.0376597175521,ALL,Enviroment,1300000
1019,Forest area as a proportion of total land area (%),TLS,Timor-Leste,2020,61.943510423671796,ALL,Enviroment,1300000
1020,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2010,60.5208333333333,ALL,Enviroment,211028
1021,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2015,57.2916666666667,ALL,Enviroment,211028
1022,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2016,56.6458333333333,ALL,Enviroment,211028
1023,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2017,56.0,ALL,Enviroment,211028
1024,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2018,55.3541666666667,ALL,Enviroment,211028
1025,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2019,54.7083333333333,ALL,Enviroment,211028
1026,Forest area as a proportion of total land area (%),STP,Sao Tome and Principe,2020,54.0625,ALL,Enviroment,211028
1027,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2010,35.5343963701294,ALL,Monetary,31127674
1028,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2011,47.8789700421804,ALL,Monetary,31127674
1029,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2012,40.718401141097296,ALL,Monetary,31127674
1030,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2013,39.078103451832796,ALL,Monetary,31127674
1031,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2014,35.5105228063246,ALL,Monetary,31127674
1032,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2015,21.259998812142697,ALL,Monetary,31127674
1033,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2016,16.6749464014588,ALL,Monetary,31127674
1034,Total government revenue (budgetary central government) as a proportion of GDP (%),AGO,Angola,2017,16.08590483144,ALL,Monetary,31127674
1035,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2010,39.0622175828645,ALL,Monetary,210147125
1036,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2011,39.7653523525566,ALL,Monetary,210147125
1037,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2012,40.181189000254,ALL,Monetary,210147125
1038,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2013,39.6616352846023,ALL,Monetary,210147125
1039,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2014,38.490664498821204,ALL,Monetary,210147125
1040,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2015,40.6330862898967,ALL,Monetary,210147125
1041,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2016,41.353615735983,ALL,Monetary,210147125
1042,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2017,40.4692545134991,ALL,Monetary,210147125
1043,Total government revenue (budgetary central government) as a proportion of GDP (%),BRA,Brazil,2018,41.6842713432977,ALL,Monetary,210147125
1044,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2010,35.155124474057104,ALL,Monetary,543767
1045,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2011,31.175086821564303,ALL,Monetary,543767
1046,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2012,31.9036869587524,ALL,Monetary,543767
1047,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2013,30.6207025723673,ALL,Monetary,543767
1048,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2014,28.105744931074298,ALL,Monetary,543767
1049,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2015,33.4671737310365,ALL,Monetary,543767
1050,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2016,35.5096601237289,ALL,Monetary,543767
1051,Total government revenue (budgetary central government) as a proportion of GDP (%),CPV,Cabo Verde,2017,32.4316076404724,ALL,Monetary,543767
1052,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2010,25.813645806050896,ALL,Monetary,30066648
1053,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2011,27.9910010345441,ALL,Monetary,30066648
1054,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2012,28.734256483196898,ALL,Monetary,30066648
1055,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2013,31.9938416753855,ALL,Monetary,30066648
1056,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2014,33.3890747974171,ALL,Monetary,30066648
1057,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2015,29.504264058578897,ALL,Monetary,30066648
1058,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2016,25.854801954837303,ALL,Monetary,30066648
1059,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2017,27.107856047037803,ALL,Monetary,30066648
1060,Total government revenue (budgetary central government) as a proportion of GDP (%),MOZ,Mozambique,2018,0.0257425791963743,ALL,Monetary,30066648
1061,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2010,39.5864819932877,ALL,Monetary,10295909
1062,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2011,41.5397814034496,ALL,Monetary,10295909
1063,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2012,41.893893244980895,ALL,Monetary,10295909
1064,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2013,44.0316389655134,ALL,Monetary,10295909
1065,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2014,43.5910269471268,ALL,Monetary,10295909
1066,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2015,43.0020276763352,ALL,Monetary,10295909
1067,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2016,42.1979958153207,ALL,Monetary,10295909
1068,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2017,41.748027658457104,ALL,Monetary,10295909
1069,Total government revenue (budgetary central government) as a proportion of GDP (%),PRT,Portugal,2018,42.3681232745501,ALL,Monetary,10295909
1070,Total government revenue (budgetary central government) as a proportion of GDP (%),GNB,Guinea-Bissau,2017,18.1253692520025,ALL,Monetary,1874303
1071,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2010,66.6118075760842,ALL,Monetary,1300000
1072,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2011,67.990273823933,ALL,Monetary,1300000
1073,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2012,62.6213128382386,ALL,Monetary,1300000
1074,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2013,63.985634394545,ALL,Monetary,1300000
1075,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2014,58.029405466429004,ALL,Monetary,1300000
1076,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2015,52.330190964568004,ALL,Monetary,1300000
1077,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2016,37.700936365271204,ALL,Monetary,1300000
1078,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2017,39.613382423206396,ALL,Monetary,1300000
1079,Total government revenue (budgetary central government) as a proportion of GDP (%),TLS,Timor-Leste,2018,45.1133352148645,ALL,Monetary,1300000
1080,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2010,39.936333847766704,ALL,Monetary,211028
1081,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2011,42.9331069622859,ALL,Monetary,211028
1082,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2012,33.4737010323813,ALL,Monetary,211028
1083,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2013,29.937346068771202,ALL,Monetary,211028
1084,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2014,25.1071442207112,ALL,Monetary,211028
1085,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2015,28.9400673223314,ALL,Monetary,211028
1086,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2016,28.4840726451451,ALL,Monetary,211028
1087,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2017,27.097412877511502,ALL,Monetary,211028
1088,Total government revenue (budgetary central government) as a proportion of GDP (%),STP,Sao Tome and Principe,2018,22.1397663709767,ALL,Monetary,211028
1089,Internet users per 100 inhabitants,AGO,Angola,2010,2.8,ALL,Urbanism,31127674
1090,Internet users per 100 inhabitants,AGO,Angola,2011,3.1,ALL,Urbanism,31127674
1091,Internet users per 100 inhabitants,AGO,Angola,2012,6.5,ALL,Urbanism,31127674
1092,Internet users per 100 inhabitants,AGO,Angola,2013,8.9,ALL,Urbanism,31127674
1093,Internet users per 100 inhabitants,AGO,Angola,2014,21.4,ALL,Urbanism,31127674
1094,Internet users per 100 inhabitants,AGO,Angola,2015,12.4,ALL,Urbanism,31127674
1095,Internet users per 100 inhabitants,AGO,Angola,2016,13.0,ALL,Urbanism,31127674
1096,Internet users per 100 inhabitants,AGO,Angola,2017,14.339,ALL,Urbanism,31127674
1097,Internet users per 100 inhabitants,BRA,Brazil,2010,40.65,ALL,Urbanism,210147125
1098,Internet users per 100 inhabitants,BRA,Brazil,2011,45.69,ALL,Urbanism,210147125
1099,Internet users per 100 inhabitants,BRA,Brazil,2012,48.56,ALL,Urbanism,210147125
1100,Internet users per 100 inhabitants,BRA,Brazil,2013,51.04,ALL,Urbanism,210147125
1101,Internet users per 100 inhabitants,BRA,Brazil,2014,54.551,ALL,Urbanism,210147125
1102,Internet users per 100 inhabitants,BRA,Brazil,2015,58.328,ALL,Urbanism,210147125
1103,Internet users per 100 inhabitants,BRA,Brazil,2016,60.873000000000005,ALL,Urbanism,210147125
1104,Internet users per 100 inhabitants,BRA,Brazil,2017,67.471,ALL,Urbanism,210147125
1105,Internet users per 100 inhabitants,BRA,Brazil,2018,70.434,ALL,Urbanism,210147125
1106,Internet users per 100 inhabitants,CPV,Cabo Verde,2010,30.0,ALL,Urbanism,543767
1107,Internet users per 100 inhabitants,CPV,Cabo Verde,2011,32.0,ALL,Urbanism,543767
1108,Internet users per 100 inhabitants,CPV,Cabo Verde,2012,34.74,ALL,Urbanism,543767
1109,Internet users per 100 inhabitants,CPV,Cabo Verde,2013,37.5,ALL,Urbanism,543767
1110,Internet users per 100 inhabitants,CPV,Cabo Verde,2014,40.26,ALL,Urbanism,543767
1111,Internet users per 100 inhabitants,CPV,Cabo Verde,2015,42.68,ALL,Urbanism,543767
1112,Internet users per 100 inhabitants,CPV,Cabo Verde,2016,50.323,ALL,Urbanism,543767
1113,Internet users per 100 inhabitants,CPV,Cabo Verde,2017,57.162,ALL,Urbanism,543767
1114,Internet users per 100 inhabitants,GIN,Guinea,2010,1.0,ALL,Urbanism,1308975
1115,Internet users per 100 inhabitants,GIN,Guinea,2011,2.0,ALL,Urbanism,1308975
1116,Internet users per 100 inhabitants,GIN,Guinea,2012,3.1,ALL,Urbanism,1308975
1117,Internet users per 100 inhabitants,GIN,Guinea,2013,4.5,ALL,Urbanism,1308975
1118,Internet users per 100 inhabitants,GIN,Guinea,2014,6.4,ALL,Urbanism,1308975
1119,Internet users per 100 inhabitants,GIN,Guinea,2015,8.2,ALL,Urbanism,1308975
1120,Internet users per 100 inhabitants,GIN,Guinea,2016,9.8,ALL,Urbanism,1308975
1121,Internet users per 100 inhabitants,GIN,Guinea,2017,18.0,ALL,Urbanism,1308975
1122,Internet users per 100 inhabitants,MOZ,Mozambique,2010,4.17,ALL,Urbanism,30066648
1123,Internet users per 100 inhabitants,MOZ,Mozambique,2011,4.3,ALL,Urbanism,30066648
1124,Internet users per 100 inhabitants,MOZ,Mozambique,2012,6.0,ALL,Urbanism,30066648
1125,Internet users per 100 inhabitants,MOZ,Mozambique,2013,7.294,ALL,Urbanism,30066648
1126,Internet users per 100 inhabitants,MOZ,Mozambique,2014,9.236,ALL,Urbanism,30066648
1127,Internet users per 100 inhabitants,MOZ,Mozambique,2015,16.934,ALL,Urbanism,30066648
1128,Internet users per 100 inhabitants,MOZ,Mozambique,2016,17.521,ALL,Urbanism,30066648
1129,Internet users per 100 inhabitants,MOZ,Mozambique,2017,10.0,ALL,Urbanism,30066648
1130,Internet users per 100 inhabitants,PRT,Portugal,2010,53.3,ALL,Urbanism,10295909
1131,Internet users per 100 inhabitants,PRT,Portugal,2011,55.25,ALL,Urbanism,10295909
1132,Internet users per 100 inhabitants,PRT,Portugal,2012,60.34,ALL,Urbanism,10295909
1133,Internet users per 100 inhabitants,PRT,Portugal,2013,62.096000000000004,ALL,Urbanism,10295909
1134,Internet users per 100 inhabitants,PRT,Portugal,2014,64.59,ALL,Urbanism,10295909
1135,Internet users per 100 inhabitants,PRT,Portugal,2015,68.633,ALL,Urbanism,10295909
1136,Internet users per 100 inhabitants,PRT,Portugal,2016,70.42399999999999,ALL,Urbanism,10295909
1137,Internet users per 100 inhabitants,PRT,Portugal,2017,73.791,ALL,Urbanism,10295909
1138,Internet users per 100 inhabitants,PRT,Portugal,2018,74.661,ALL,Urbanism,10295909
1139,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2010,2.45,ALL,Urbanism,1874303
1140,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2011,2.6719999999999997,ALL,Urbanism,1874303
1141,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2012,2.8939999999999997,ALL,Urbanism,1874303
1142,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2013,3.1,ALL,Urbanism,1874303
1143,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2014,3.32,ALL,Urbanism,1874303
1144,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2015,3.5410000000000004,ALL,Urbanism,1874303
1145,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2016,3.761,ALL,Urbanism,1874303
1146,Internet users per 100 inhabitants,GNB,Guinea-Bissau,2017,3.931,ALL,Urbanism,1874303
1147,Internet users per 100 inhabitants,TLS,Timor-Leste,2010,3.0,ALL,Urbanism,1300000
1148,Internet users per 100 inhabitants,TLS,Timor-Leste,2011,4.0,ALL,Urbanism,1300000
1149,Internet users per 100 inhabitants,TLS,Timor-Leste,2012,7.0,ALL,Urbanism,1300000
1150,Internet users per 100 inhabitants,TLS,Timor-Leste,2013,11.0,ALL,Urbanism,1300000
1151,Internet users per 100 inhabitants,TLS,Timor-Leste,2014,17.5,ALL,Urbanism,1300000
1152,Internet users per 100 inhabitants,TLS,Timor-Leste,2015,23.0,ALL,Urbanism,1300000
1153,Internet users per 100 inhabitants,TLS,Timor-Leste,2016,25.246,ALL,Urbanism,1300000
1154,Internet users per 100 inhabitants,TLS,Timor-Leste,2017,27.493000000000002,ALL,Urbanism,1300000
1155,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2010,18.75,ALL,Urbanism,211028
1156,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2011,20.160999999999998,ALL,Urbanism,211028
1157,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2012,21.572,ALL,Urbanism,211028
1158,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2013,23.0,ALL,Urbanism,211028
1159,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2014,24.41,ALL,Urbanism,211028
1160,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2015,25.82,ALL,Urbanism,211028
1161,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2016,28.0,ALL,Urbanism,211028
1162,Internet users per 100 inhabitants,STP,Sao Tome and Principe,2017,29.930999999999997,ALL,Urbanism,211028
1163,Food price inflation,AGO,Angola,2010,17.426675,ALL,Monetary,31127674
1164,Food price inflation,AGO,Angola,2011,14.94769166666667,ALL,Monetary,31127674
1165,Food price inflation,AGO,Angola,2012,12.7709,ALL,Monetary,31127674
1166,Food price inflation,AGO,Angola,2013,10.350258333333333,ALL,Monetary,31127674
1167,Food price inflation,AGO,Angola,2014,7.034175,ALL,Monetary,31127674
1168,Food price inflation,AGO,Angola,2015,8.692683333333331,ALL,Monetary,31127674
1169,Food price inflation,AGO,Angola,2016,33.10295,ALL,Monetary,31127674
1170,Food price inflation,AGO,Angola,2017,28.911983333333335,ALL,Monetary,31127674
1171,Food price inflation,AGO,Angola,2018,15.918591666666666,ALL,Monetary,31127674
1172,Food price inflation,AGO,Angola,2019,16.513900000000003,ALL,Monetary,31127674
1173,Food price inflation,AGO,Angola,2020,25.77405555555556,ALL,Monetary,31127674
1174,Food price inflation,BRA,Brazil,2010,6.087924999999999,ALL,Monetary,210147125
1175,Food price inflation,BRA,Brazil,2011,8.869475,ALL,Monetary,210147125
1176,Food price inflation,BRA,Brazil,2012,8.117700000000001,ALL,Monetary,210147125
1177,Food price inflation,BRA,Brazil,2013,11.2569,ALL,Monetary,210147125
1178,Food price inflation,BRA,Brazil,2014,7.546691666666667,ALL,Monetary,210147125
1179,Food price inflation,BRA,Brazil,2015,9.780675,ALL,Monetary,210147125
1180,Food price inflation,BRA,Brazil,2016,11.580841666666666,ALL,Monetary,210147125
1181,Food price inflation,BRA,Brazil,2017,0.7587083333333338,ALL,Monetary,210147125
1182,Food price inflation,BRA,Brazil,2018,1.9056333333333333,ALL,Monetary,210147125
1183,Food price inflation,BRA,Brazil,2019,5.27085,ALL,Monetary,210147125
1184,Food price inflation,BRA,Brazil,2020,6.963077777777778,ALL,Monetary,210147125
1185,Food price inflation,CPV,Cabo Verde,2010,2.1996333333333333,ALL,Monetary,543767
1186,Food price inflation,CPV,Cabo Verde,2011,5.213791666666666,ALL,Monetary,543767
1187,Food price inflation,CPV,Cabo Verde,2012,2.646808333333333,ALL,Monetary,543767
1188,Food price inflation,CPV,Cabo Verde,2013,0.7211416666666666,ALL,Monetary,543767
1189,Food price inflation,CPV,Cabo Verde,2014,-1.1778333333333333,ALL,Monetary,543767
1190,Food price inflation,CPV,Cabo Verde,2015,1.4603833333333334,ALL,Monetary,543767
1191,Food price inflation,CPV,Cabo Verde,2016,-0.642075,ALL,Monetary,543767
1192,Food price inflation,CPV,Cabo Verde,2017,-0.1840583333333333,ALL,Monetary,543767
1193,Food price inflation,CPV,Cabo Verde,2018,0.4529166666666667,ALL,Monetary,543767
1194,Food price inflation,CPV,Cabo Verde,2019,1.3902999999999999,ALL,Monetary,543767
1195,Food price inflation,CPV,Cabo Verde,2020,2.352588888888889,ALL,Monetary,543767
1196,Food price inflation,GIN,Guinea,2010,20.26066666666667,ALL,Monetary,1308975
1197,Food price inflation,GIN,Guinea,2011,28.0017,ALL,Monetary,1308975
1198,Food price inflation,GIN,Guinea,2012,15.535533333333333,ALL,Monetary,1308975
1199,Food price inflation,GIN,Guinea,2013,12.593891666666666,ALL,Monetary,1308975
1200,Food price inflation,GIN,Guinea,2014,7.609283333333333,ALL,Monetary,1308975
1201,Food price inflation,GIN,Guinea,2015,13.432725,ALL,Monetary,1308975
1202,Food price inflation,GIN,Guinea,2016,11.461,ALL,Monetary,1308975
1203,Food price inflation,GIN,Guinea,2017,13.592291666666666,ALL,Monetary,1308975
1204,Food price inflation,GIN,Guinea,2018,13.355250000000003,ALL,Monetary,1308975
1205,Food price inflation,GIN,Guinea,2019,11.357258333333334,ALL,Monetary,1308975
1206,Food price inflation,GIN,Guinea,2020,12.812177777777778,ALL,Monetary,1308975
1207,Food price inflation,GNB,Guinea-Bissau,2010,1.9434666666666665,ALL,Monetary,1874303
1208,Food price inflation,GNB,Guinea-Bissau,2011,7.431441666666667,ALL,Monetary,1874303
1209,Food price inflation,GNB,Guinea-Bissau,2012,3.003716666666667,ALL,Monetary,1874303
1210,Food price inflation,GNB,Guinea-Bissau,2013,0.7794249999999999,ALL,Monetary,1874303
1211,Food price inflation,GNB,Guinea-Bissau,2014,-1.2547916666666665,ALL,Monetary,1874303
1212,Food price inflation,GNB,Guinea-Bissau,2015,3.114125,ALL,Monetary,1874303
1213,Food price inflation,GNB,Guinea-Bissau,2016,2.493916666666667,ALL,Monetary,1874303
1214,Food price inflation,GNB,Guinea-Bissau,2017,0.8569999999999999,ALL,Monetary,1874303
